epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,1215.41,1.74153,2.05975,1.54451,0.2472,0.25843,0.13475,0.05177,2.4115,2.866,2.15951,0.0004292,0.0004292,0.0004292
121,1225.49,1.75504,2.09097,1.57544,0.2424,0.22846,0.13288,0.04838,2.42537,2.83956,2.172,0.000416,0.000416,0.000416
122,1235.83,1.74953,2.06394,1.55662,0.2697,0.23596,0.13749,0.05137,2.45166,2.84792,2.20356,0.0004028,0.0004028,0.0004028
123,1245.97,1.74334,2.05177,1.52886,0.26477,0.24719,0.14418,0.0499,2.42996,2.85934,2.19915,0.0003896,0.0003896,0.0003896
124,1256.08,1.77531,2.05464,1.56874,0.29449,0.21723,0.14776,0.04848,2.46508,2.87314,2.21354,0.0003764,0.0003764,0.0003764
125,1266.1,1.72732,2.02246,1.53712,0.30616,0.19476,0.13436,0.04715,2.4729,2.8843,2.22723,0.0003632,0.0003632,0.0003632
126,1276.16,1.75778,2.04036,1.56379,0.25535,0.23596,0.14512,0.05092,2.47345,2.85362,2.19127,0.00035,0.00035,0.00035
127,1286.17,1.75991,2.05639,1.55473,0.27675,0.24507,0.14602,0.05236,2.4528,2.81202,2.1983,0.0003368,0.0003368,0.0003368
128,1296.3,1.74995,2.0376,1.56377,0.28113,0.22846,0.14416,0.05208,2.50021,2.82851,2.22527,0.0003236,0.0003236,0.0003236
129,1306.55,1.66986,1.98312,1.49609,0.32545,0.22407,0.15614,0.05688,2.46687,2.79063,2.20038,0.0003104,0.0003104,0.0003104
130,1316.71,1.69614,2.00197,1.52501,0.29577,0.23221,0.15435,0.05529,2.4662,2.80628,2.21733,0.0002972,0.0002972,0.0002972
131,1326.84,1.68875,1.97769,1.51529,0.33261,0.24719,0.17237,0.0602,2.44261,2.8036,2.20724,0.000284,0.000284,0.000284
132,1337,1.7033,1.97591,1.51239,0.26689,0.25094,0.14865,0.05687,2.48789,2.79932,2.26675,0.0002708,0.0002708,0.0002708
133,1347.13,1.72198,2.01435,1.53556,0.31676,0.21723,0.13513,0.05179,2.43522,2.84958,2.18684,0.0002576,0.0002576,0.0002576
134,1357.25,1.67352,1.96261,1.50083,0.25253,0.22097,0.1412,0.05464,2.4444,2.84483,2.23755,0.0002444,0.0002444,0.0002444
135,1367.41,1.65886,1.924,1.48294,0.30305,0.20599,0.14837,0.05156,2.4715,2.86598,2.26401,0.0002312,0.0002312,0.0002312
136,1377.67,1.69727,1.97266,1.52805,0.32656,0.20599,0.14817,0.05132,2.44921,2.87236,2.22356,0.000218,0.000218,0.000218
137,1388.06,1.66639,1.97346,1.52142,0.25823,0.23731,0.14739,0.05426,2.48386,2.84055,2.26382,0.0002048,0.0002048,0.0002048
138,1398.31,1.6926,1.97496,1.5157,0.25033,0.2397,0.13339,0.04856,2.50242,2.87687,2.28084,0.0001916,0.0001916,0.0001916
139,1408.44,1.6343,1.88477,1.47204,0.28697,0.21723,0.14012,0.05051,2.4964,2.88205,2.26771,0.0001784,0.0001784,0.0001784
140,1418.46,1.60213,1.85603,1.46476,0.31009,0.20974,0.14162,0.04934,2.48126,2.89551,2.2678,0.0001652,0.0001652,0.0001652
141,1429.45,1.64438,1.95733,1.57378,0.2518,0.24719,0.13314,0.04885,2.47213,2.90144,2.24185,0.000152,0.000152,0.000152
142,1439.48,1.61015,1.89325,1.55263,0.26342,0.22097,0.13527,0.04912,2.49879,2.90509,2.25506,0.0001388,0.0001388,0.0001388
143,1449.38,1.58677,1.8832,1.54158,0.26919,0.20004,0.13817,0.05272,2.49871,2.85393,2.25749,0.0001256,0.0001256,0.0001256
144,1459.46,1.59262,1.87623,1.52906,0.27323,0.20225,0.1409,0.05004,2.4967,2.85143,2.25969,0.0001124,0.0001124,0.0001124
145,1469.42,1.55631,1.85117,1.52379,0.34138,0.19476,0.14782,0.05212,2.49408,2.86243,2.27396,9.92e-05,9.92e-05,9.92e-05
146,1479.33,1.55063,1.81769,1.5183,0.28185,0.20974,0.15484,0.05454,2.50149,2.85171,2.28676,8.6e-05,8.6e-05,8.6e-05
147,1489.32,1.54966,1.84959,1.52752,0.3298,0.20225,0.15458,0.05389,2.49231,2.86581,2.27575,7.28e-05,7.28e-05,7.28e-05
148,1499.28,1.53947,1.79959,1.51591,0.32994,0.1985,0.14775,0.05311,2.49652,2.86939,2.26803,5.96e-05,5.96e-05,5.96e-05
149,1509.25,1.56359,1.8244,1.53076,0.30798,0.20974,0.15085,0.05443,2.49541,2.86774,2.26761,4.64e-05,4.64e-05,4.64e-05
150,1519.22,1.54038,1.80307,1.51196,0.24184,0.25094,0.14736,0.05422,2.49439,2.85902,2.2747,3.32e-05,3.32e-05,3.32e-05
